"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000267219",16.9345767871639,0.855107865820478,4.56032145232259,4.64617069913933,0.589926357518368,0.77891142880975,NA
"ENSG00000143624",624.116401240396,-0.599092622152412,0.856149469050985,4.64541955464512,0.59002564672011,0.778933300929955,"INTS3"
"ENSG00000270177",51.4645923947256,4.0061660136746,2.29380814654685,4.64454441675744,0.590141332385288,0.779030388426912,NA
"ENSG00000224091",7.94501459991158,-21.4897393395085,5.52611974654219,4.64413905493235,0.590194920096219,0.779045494000186,NA
"ENSG00000266783",9.70468684021884,-12.2811894381213,5.64882577555031,4.64378807954751,0.590241319287203,0.779051109391214,NA
"ENSG00000152284",32.6736890369992,-7.5042380645789,3.49088973135053,4.6423903235634,0.590426114799124,0.779187531987046,"TCF7L1"
"ENSG00000223820",78.3589250573703,-1.56143911217555,1.85966064536838,4.64204981312793,0.590471135952098,0.779187531987046,"CFL1P1"
"ENSG00000227170",14.4796426975722,-6.25613541066136,3.93751095491606,4.6422131493801,0.590449540045807,0.779187531987046,NA
"ENSG00000141965",84.3770865016029,-0.604604161520871,1.39517739356777,4.64079302037524,0.590637314068306,0.779248814231186,"FEM1A"
"ENSG00000264607",9.20974570443252,1.46677203158608,3.93663810606351,4.64075483245855,0.590642363651765,0.779248814231186,"MIR3173"
"ENSG00000282961",9.77333737017672,-0.742573528645871,1.0786890348586,4.64074213171546,0.590644043072391,0.779248814231186,"PRNCR1"
"ENSG00000105393",365.791214608977,-0.596767259044138,0.667804354891423,4.64003553834635,0.590737478308637,0.779316463498084,"BABAM1"
"ENSG00000073905",85.4943021143007,0.402950414752115,0.716441031542013,4.63883018389902,0.590896876919706,0.779334523820556,NA
"ENSG00000122707",231.856153292753,0.8611286160347,1.32727877114644,4.63866249578035,0.590919053398513,0.779334523820556,"RECK"
"ENSG00000164209",1469.75213467316,-0.140043531961943,0.565254191447632,4.638163145443,0.590985093178082,0.779334523820556,"SLC25A46"
"ENSG00000173214",150.532864093763,2.19788727188165,1.97212204931719,4.63860472740257,0.590926693231068,0.779334523820556,"MFSD4B"
"ENSG00000222043",48.9301431705906,1.8899103575998,1.55648678061679,4.63801919957152,0.591004130641956,0.779334523820556,NA
"ENSG00000254480",23.4197913574554,-1.41803082317691,3.12248268261968,4.63808809270733,0.590995019203355,0.779334523820556,"LOC100506082"
"ENSG00000007866",7.61240631349155,-6.85374138980525,5.52578615392733,4.63549044631627,0.591338599902435,0.779664338031134,"TEAD3"
"ENSG00000230772",66.137494001238,0.74408656595718,3.0337219626678,4.63573240886566,0.591306593859244,0.779664338031134,NA
"ENSG00000134283",3479.20715008725,-0.194710219861126,0.330943023183182,4.63495780549096,0.591409057821785,0.779701621413287,"PPHLN1"
"ENSG00000128185",369.192498989527,-0.930735242084973,0.949535925925372,4.63299687832125,0.591668472109885,0.779795533620496,"DGCR6L"
"ENSG00000173928",186.827180938464,0.167079203047275,1.19771642933293,4.63407418576776,0.591525949024316,0.779795533620496,"SWSAP1"
"ENSG00000258427",82.58410937958,0.180146844463841,0.493179273175801,4.63297860027436,0.591670890306459,0.779795533620496,NA
"ENSG00000269054",8.9487115350666,-21.6910778344668,5.52598689487309,4.63344212940604,0.591609566056994,0.779795533620496,NA
"ENSG00000273271",194.222940285408,0.198857228479544,1.04352017609277,4.63282495755431,0.591691217449882,0.779795533620496,NA
"ENSG00000233791",9.06684712941974,-0.0427910272167988,3.36190402104853,4.63227326802487,0.591764208492038,0.779836129890591,"LINC01136"
"ENSG00000185187",107.13655017383,-1.74464600382439,1.26635894764576,4.63178726197006,0.591828511587754,0.779865272077247,"SIGIRR"
"ENSG00000082269",682.560699563051,-0.125588223999174,0.827545782261281,4.62901055940802,0.592195935851459,0.780229755689498,"FAM135A"
"ENSG00000132561",51.7020146015717,-0.125106882794195,2.9443385937749,4.62920359063853,0.592170390950688,0.780229755689498,"MATN2"
"ENSG00000138434",1339.34050286732,-0.598184623558844,0.57251594035609,4.62855941599719,0.592255639484901,0.780229755689498,"SSFA2"
"ENSG00000205250",454.242603994636,-0.47879625578393,0.614431222559305,4.62810213691603,0.592316156970015,0.780229755689498,"E2F4"
"ENSG00000266420",6.42283257031993,0.504892204446194,5.64882577547136,4.62841744377785,0.592274428251055,0.780229755689498,NA
"ENSG00000069345",2348.55760694121,-0.00417813681745857,0.415529814875833,4.62689366243796,0.59247609861453,0.78038482848009,"DNAJA2"
"ENSG00000249684",26.4392321478479,-3.19943517936986,3.75163411433156,4.62434038734048,0.592814067708351,0.780774352802912,NA
"ENSG00000257582",20.0114304353007,1.48634177599991,1.96444983944071,4.62361933302708,0.592909521985791,0.780844436727511,"LINC01475"
"ENSG00000080007",100.936178185112,2.62065023093613,3.50346743252098,4.62214921447691,0.593104152912127,0.780941864846732,"DDX43"
"ENSG00000089351",162.265466690053,0.867949595098526,1.01963402105576,4.62247240825425,0.593061363210552,0.780941864846732,"GRAMD1A"
"ENSG00000239523",138.659875496575,0.796638005838051,1.13861874490793,4.62210321668442,0.593110242931202,0.780941864846732,"MYLK-AS1"
"ENSG00000258689",7.31913426790627,-7.24716754144479,5.64882577555141,4.6216987257859,0.593163797558257,0.780956751984643,"LINC01269"
"ENSG00000160606",21.249845741001,1.95580569334707,3.38161430599664,4.62110810574045,0.593241998315848,0.781004083674129,"TLCD1"
"ENSG00000123983",524.251494588414,-0.250572542131992,0.6215208782858,4.6204412430402,0.593330297675522,0.781009632575026,"ACSL3"
"ENSG00000261423",31.6124690279184,0.234124047608826,2.47164804787475,4.62043808993391,0.593330715188049,0.781009632575026,NA
"ENSG00000202111",6.62947598089232,14.1510591570668,4.69031015943931,4.61794346541039,0.593661063780563,0.781280994096223,"VTRNA1-2"
"ENSG00000237804",8.5352627016613,0.0732264877543328,0.669019090640409,4.61792382579598,0.593663664759294,0.781280994096223,NA
"ENSG00000237854",52.159923261648,0.212594695136727,1.65672105314968,4.61819910808083,0.59362720797206,0.781280994096223,NA
"ENSG00000107874",1199.62597332638,0.557094101160618,0.64571666461502,4.61683126321992,0.593808364020799,0.781415790483695,"CUEDC2"
"ENSG00000263280",19.737569326178,-21.4000681791356,5.5262853987191,4.61541442913054,0.593996025609027,0.781607099472014,NA
"ENSG00000236434",11.8880936922404,1.37621776569985,4.0881242675333,4.61464649697102,0.594097746670622,0.781685304805071,NA
"ENSG00000183850",140.792354501749,-3.26511841789141,2.35956996280853,4.61294808920502,0.594322737930153,0.781925680472519,"ZNF730"
"ENSG00000255836",9.51399276205368,0.771541057869065,0.761722382902971,4.61172490518541,0.594484791139757,0.782083222846659,NA
"ENSG00000275426",15.6675565149701,1.15776952393321,3.64251648451232,4.61018579126383,0.594688718914926,0.782295827579164,NA
"ENSG00000024422",219.402133165378,0.757605960204611,1.60350359378118,4.60778422670376,0.595006960176088,0.782547396574527,"EHD2"
"ENSG00000077147",2524.129040443,0.12982350022295,0.432243803496549,4.6079195991158,0.594989020075181,0.782547396574527,"TM9SF3"
"ENSG00000226174",10.5910857536363,3.3677218021498,4.109426184401,4.60806136414969,0.594970232969836,0.782547396574527,"TEX22"
"ENSG00000074935",860.487873706724,1.17949240736207,0.682627928122171,4.60588748523202,0.595258340876903,0.782822312970229,"TUBE1"
"ENSG00000181873",197.183160877615,0.304281715944436,1.18984391673719,4.60448290724713,0.595444513926011,0.782891001860099,"IBA57"
"ENSG00000228380",7.35633270822327,-20.1610857249178,5.52826400205823,4.60510580664376,0.595361948159474,0.782891001860099,NA
"ENSG00000274012",99.6134775316824,-0.462458814118226,0.815602571983183,4.60421532622271,0.595479983021531,0.782891001860099,"RN7SL2"
"ENSG00000277952",33.6888615020749,-0.400897115368049,0.574073951622652,4.60445697154651,0.595447951795158,0.782891001860099,NA
"ENSG00000115364",548.484059066817,-0.376480184362176,0.971697647980523,4.60236099779064,0.595725799883229,0.782935756192072,"MRPL19"
"ENSG00000157992",51.4793636305852,-5.05109898282076,2.3665319336697,4.6025801805676,0.595696742620773,0.782935756192072,"KRTCAP3"
"ENSG00000168802",135.110634563704,-1.33674149382899,1.45991529812754,4.60300947918637,0.595639831315882,0.782935756192072,"CHTF8"
"ENSG00000207308",18.8474786333843,4.02517406702258,3.74247704349179,4.60350305850683,0.595574400417842,0.782935756192072,NA
"ENSG00000273559",1867.3832627838,0.302186654673071,0.521993561776307,4.60297431866491,0.595644492419472,0.782935756192072,"CWC25"
"ENSG00000243759",13.1907308266134,1.38004714978559,1.09973782398613,4.60094219678862,0.595913901713126,0.78312729085505,NA
"ENSG00000234183",21.6751004315407,-0.305930295694546,2.07139965250627,4.59990989494617,0.596050773205376,0.7832514781191,NA
"ENSG00000268947",18.0867059707109,17.2317794728699,4.64514650650645,4.59690966839614,0.596448621404262,0.783718564590403,NA
"ENSG00000234884",10.0216092632104,-4.93891558742107,3.23570530028549,4.59534039971233,0.596656746821183,0.783936311393103,NA
"ENSG00000244932",17.3057829308359,-1.26870793333641,2.16084062717059,4.59423399772112,0.596803496921214,0.784073393076662,NA
"ENSG00000185009",1473.37450312551,0.779948656932815,0.522456542944581,4.5936789174927,0.596877125184131,0.78407714759765,"AP3M1"
"ENSG00000214558",7.74822147841509,2.24008015547689,1.15144800771483,4.59325312818268,0.596933605525655,0.78407714759765,NA
"ENSG00000257433",37.1366027620144,4.14511350704996,1.9167542831987,4.5935307470742,0.596896779601468,0.78407714759765,"LOC105369748"
"ENSG00000202019",8.23028294197244,7.04874736171635,4.58757344557175,4.59221576883607,0.597071216254957,0.784202176529265,NA
"ENSG00000131116",30.2371050832208,-1.48142091442526,1.56832752339263,4.58906079547882,0.597489795227847,0.78464698033555,"ZNF428"
"ENSG00000276704",12.1502047377582,13.3591904217794,5.64882577547455,4.58902327350638,0.597494773881699,0.78464698033555,NA
"ENSG00000169032",511.083115245131,-0.955096190372852,0.996813551290861,4.58800152711439,0.597630350294895,0.784666819615644,"MAP2K1"
"ENSG00000175198",583.726263738168,0.652125603464312,0.95292079283468,4.58794969888658,0.597637227663979,0.784666819615644,"PCCA"
"ENSG00000251869",18.1262416206576,-2.27433879322059,3.00962641249473,4.58834273768301,0.597585073781309,0.784666819615644,"SCARNA23"
"ENSG00000235100",8.65632869335418,7.17598969336275,5.5263890649577,4.58650960454604,0.597828330732641,0.784861981079039,NA
"ENSG00000231566",55.6509613456613,-0.588136045616869,1.77077110737805,4.58576000614735,0.597927810733305,0.784936835551817,"LOC401585"
"ENSG00000198356",770.993890156527,-0.48978979731562,0.63943149007476,4.58467878225548,0.59807130949386,0.785001438255619,"ASNA1"
"ENSG00000260318",8.55340912215687,-0.518547914441118,0.835738903322794,4.58464808317902,0.598075383983619,0.785001438255619,NA
"ENSG00000260808",10.7630096620585,-0.138669175191618,2.58677067035132,4.58442929276393,0.598104422850535,0.785001438255619,NA
"ENSG00000168397",350.64683353202,-0.731090052065305,0.829474046323813,4.58378959297909,0.598189329061177,0.785057135086678,"ATG4B"
"ENSG00000163374",1108.80720494415,-0.448017618451143,0.513453394602645,4.58345584237867,0.598233628555889,0.785059535982934,"YY1AP1"
"ENSG00000082805",537.776076751139,-0.0638867324051278,0.824444437955832,4.58281200461755,0.598319089300133,0.785074233332149,"ERC1"
"ENSG00000116830",1153.17703444878,-0.194139074391945,0.64660024937927,4.58273154071458,0.598329770039671,0.785074233332149,"TTF2"
"ENSG00000176896",236.010907718325,1.07189021123821,1.85396955301403,4.5811301178781,0.598542353489146,0.785266737941046,"TCEANC"
"ENSG00000242615",140.389836789088,-1.44529326337919,0.896671218957762,4.58098629573786,0.598561446447895,0.785266737941046,NA
"ENSG00000255154",20.4176128837098,5.75682384691696,3.87073650630238,4.57986453634142,0.598710370423543,0.785406372669022,NA
"ENSG00000137098",37.1962377219481,-4.99241133231227,3.20032061370234,4.5775457671287,0.599018242073108,0.785655813990087,"SPAG8"
"ENSG00000163348",250.999207717985,-1.36764573715062,1.38424677602558,4.57734241017982,0.59904524468514,0.785655813990087,"PYGO2"
"ENSG00000174109",141.773818567524,-1.96055235829124,1.90963782883774,4.57715200848375,0.599070527356791,0.785655813990087,"C16orf91"
"ENSG00000266994",15.4586258331797,2.19736424755595,4.42901125592746,4.57775885507974,0.598989947708342,0.785655813990087,NA
"ENSG00000230679",26.7441052100041,-0.206636195241402,3.34081877950191,4.57480588594476,0.599382084370458,0.786008642848177,"ENO1-AS1"
"ENSG00000256827",9.67884066833563,-15.8893286462227,5.61211306320936,4.57215249182295,0.599734501326226,0.786415000142958,NA
"ENSG00000270084",35.1413758562643,1.6011193667277,2.84192122888601,4.57060699609926,0.599939797058618,0.786628397547777,"GAS5-AS1"
"ENSG00000109814",262.182918614443,0.400956825996391,1.08805321805052,4.56953056517779,0.600082796330529,0.786760088670816,"UGDH"
"ENSG00000117643",7.2852761359511,-3.58846227912865,4.73669560780939,4.56895609937047,0.600159115597726,0.78680434410099,"MAN1C1"
"ENSG00000141179",169.93056903937,-2.07448842527183,1.86673837027638,4.56790488521793,0.600298779181223,0.786931631314439,"PCTP"
"ENSG00000105650",34.6753909135062,0.702488288173613,2.65100423769693,4.56577912770587,0.600581233724619,0.787134437421978,"PDE4C"
"ENSG00000132842",1033.80850871291,-0.238975383841958,0.713705791392173,4.56598452008103,0.600553941117266,0.787134437421978,"AP3B1"
"ENSG00000229127",200.301161783988,1.15481297588941,1.29969085445989,4.56616776020064,0.600529592402263,0.787134437421978,NA
"ENSG00000172987",25.9726987788071,-5.83671413958809,4.6267293963116,4.56491833954064,0.600695619320046,0.787172729557,"HPSE2"
"ENSG00000229043",96.6692504130981,1.65824536730348,2.17961299991704,4.56498988933538,0.600686111213241,0.787172729557,NA
"ENSG00000126249",96.1051476676892,-1.14676668191764,1.39563434460301,4.56407648398695,0.600807494953777,0.78726352479057,"PDCD2L"
"ENSG00000183569",27.1467731376838,-0.069575040548875,1.42261534489917,4.56325679494458,0.600916430434087,0.787294649980445,"SERHL2"
"ENSG00000260751",15.1513132808347,-3.24112825271389,4.65963991416197,4.56331214359071,0.600909074506027,0.787294649980445,NA
"ENSG00000228065",191.699550304831,2.30549229716479,1.34572299011132,4.56277882991071,0.600979953835283,0.787322072760114,NA
"ENSG00000135436",19.0533126676694,-0.457731505600085,2.42043179282488,4.56241488595842,0.601028324649631,0.787329642204551,"FAM186B"
"ENSG00000165917",12.8021461601829,-5.17639700635385,5.21805288836363,4.56147088300489,0.601153794605551,0.787382405816171,"RAPSN"
"ENSG00000247199",10.9422952708795,-7.76495804505243,4.25388090139858,4.56168325554306,0.60112556696793,0.787382405816171,"LOC102546294"
"ENSG00000276141",282.060406558254,-0.686202206255893,1.1475768305118,4.56079860830812,0.601243152877433,0.787443650342876,NA
"ENSG00000165487",529.300623803215,-1.58911866418112,0.845495001773551,4.56002445954823,0.601346056752026,0.787466836147719,"MICU2"
"ENSG00000234500",7.3795724401642,1.46670828208118,4.8222378521332,4.56024435640246,0.601316826422207,0.787466836147719,NA
"ENSG00000228906",14.9984272188079,-4.61662315751131,2.52733561773039,4.55901425994827,0.601480345086332,0.787586893739522,NA
"ENSG00000164733",1885.12319219393,0.376571530063987,0.477873632826516,4.55662376828519,0.601798152167176,0.787891411772098,"CTSB"
"ENSG00000260231",6.76063338614914,-5.87432108129754,5.17336093321893,4.55666961955339,0.601792055972539,0.787891411772098,"JHDM1D-AS1"
"ENSG00000267191",13.2304373274763,0.382947030178149,5.40027466586472,4.55575133525474,0.601914150499604,0.787987469687336,NA
"ENSG00000170837",147.434902277154,-0.182572805208582,1.47854172548336,4.55511207124164,0.601999150695697,0.788042936095883,"GPR27"
"ENSG00000102390",974.202737485017,0.663934426281511,0.717309520630971,4.55417496359394,0.602123759866856,0.788094434690846,"PBDC1"
"ENSG00000283317",7.22799427822467,-7.24327255360392,5.6488257755512,4.55429821291224,0.602107370740275,0.788094434690846,NA
"ENSG00000096080",658.572248295378,0.367250500716106,0.496882247284926,4.55238359006376,0.602361982329461,0.788302566246809,"MRPS18A"
"ENSG00000277246",9.72600073122244,-7.82548547610613,5.52577869528378,4.55201716303178,0.602410714135917,0.788302566246809,NA
"ENSG00000281501",134.903603484432,-1.03411949707048,1.35023892174097,4.55203928659779,0.602407771851372,0.788302566246809,NA
"ENSG00000163719",430.927620759771,-1.33796043368214,0.844807654629648,4.54978941160732,0.602707010183925,0.788522831286706,"MTMR14"
"ENSG00000181074",20.8005627410372,20.9341385418071,5.52549462026656,4.55002448397514,0.602675743135346,0.788522831286706,"OR52N4"
"ENSG00000184922",313.033648408379,0.414358164524252,0.784057394870502,4.55021527825352,0.602650365855782,0.788522831286706,"FMNL1"
"ENSG00000049167",491.11950876225,0.66843834710171,0.76252940403501,4.54902620226096,0.602808527956531,0.788544026556965,"ERCC8"
"ENSG00000108094",904.966668598036,0.876063953105262,0.843876754442736,4.54918384378908,0.602787558992465,0.788544026556965,"CUL2"
"ENSG00000058056",434.629087474529,-2.00216976801873,1.26716331005216,4.5484368464634,0.60288692391709,0.788584563256035,"USP13"
"ENSG00000119280",318.63791250095,-0.107285799901153,1.45248623489325,4.54815182716789,0.60292483811185,0.788584563256035,"C1orf198"
"ENSG00000106351",51.7676231408621,0.316770121037259,1.94560831163133,4.54539128113288,0.603292088588954,0.78874949579917,"AGFG2"
"ENSG00000126012",197.467247668739,-0.408826800649644,0.909334707566515,4.54574506439843,0.603245019470211,0.78874949579917,"KDM5C"
"ENSG00000134153",524.473650718284,-0.765118627189297,0.879499206700759,4.54647014638988,0.603148554011434,0.78874949579917,"EMC7"
"ENSG00000167685",38.4408040918685,0.490739778057942,1.34764362648073,4.54527951947634,0.603306958133864,0.78874949579917,"ZNF444"
"ENSG00000227805",10.1141010790193,0.550175185505456,4.05372954779355,4.54620837644048,0.603183379599698,0.78874949579917,NA
"ENSG00000272189",73.1027741308182,1.18343177126938,2.13766958482048,4.54630183957121,0.603170945303958,0.78874949579917,NA
"ENSG00000104164",1754.14906611695,0.429684396705447,0.542109967721713,4.54432488984213,0.603433972733076,0.78880397326716,"BLOC1S6"
"ENSG00000112305",135.084771171685,0.199575097314256,0.898933093240795,4.54434719146147,0.603431005393422,0.78880397326716,"SMAP1"
"ENSG00000152380",18.6170865041487,-0.998250354777054,3.45492457864212,4.54360802921299,0.603529356660383,0.788872872144476,"FAM151B"
"ENSG00000138375",694.33928980193,0.667667770714068,0.83849543545028,4.5429342259547,0.603619015196312,0.788878499427589,"SMARCAL1"
"ENSG00000250240",7.52892439650364,-6.4253766203532,5.28395675859728,4.54316049325742,0.603588906902478,0.788878499427589,NA
"ENSG00000159445",739.86685492545,-0.00316659038112334,0.723575373374227,4.54173647745114,0.6037784005649,0.78903101692769,"THEM4"
"ENSG00000126216",667.835109340147,0.0327804919983244,0.938934461584297,4.54004293789922,0.604003780677763,0.789269750164601,"TUBGCP3"
"ENSG00000166262",414.19240649399,-0.126539105394798,1.30451865761648,4.53927657652486,0.6041057772651,0.789291439973521,"FAM227B"
"ENSG00000261094",66.9141754036532,-1.13979230707748,2.57897893676516,4.53957997231583,0.604065397149289,0.789291439973521,NA
"ENSG00000131873",1187.54172011845,-0.245935519792061,0.987028535590453,4.53882055567573,0.604166472207325,0.789314950791745,"CHSY1"
"ENSG00000263956",350.251900582565,-0.0987494113697685,0.580099511789601,4.53715807951403,0.604387756464482,0.789492451292909,"NBPF11"
"ENSG00000279549",29.1472267303478,0.956630924948992,2.32471972137586,4.53720708440162,0.604381233346289,0.789492451292909,NA
"ENSG00000102048",535.873508514993,0.616089110231563,1.16127116833521,4.53635913909011,0.604494107357545,0.789503004052129,"ASB9"
"ENSG00000106479",570.569504103654,1.8210659837672,1.25900877083354,4.53661408269056,0.604460170013766,0.789503004052129,"ZNF862"
"ENSG00000135870",1777.82967635163,0.435060639449295,0.368760697795869,4.53613483543791,0.604523966424335,0.789503004052129,"RC3H1"
"ENSG00000283108",14.5390003211793,3.88774592056761,5.40803078166666,4.53521455936269,0.604646476751372,0.789607214606083,NA
"ENSG00000100226",233.540771119756,0.883353592038785,0.848666578451969,4.53141214883442,0.605152737187139,0.789933503771222,"GTPBP1"
"ENSG00000116957",675.768064873493,0.292250932001418,1.1760414168074,4.53148267548977,0.605143346099547,0.789933503771222,"TBCE"
"ENSG00000125846",519.555942202213,-0.177168161508763,1.32712561516183,4.53291237066219,0.604952981173164,0.789933503771222,"ZNF133"
"ENSG00000229999",85.986570964604,-0.489566714462496,1.37690182968731,4.53230830796966,0.605033410599591,0.789933503771222,NA
"ENSG00000230701",355.98297686526,-1.66412788833248,1.75663967695628,4.53203383410749,0.60506995704608,0.789933503771222,"FBXW4P1"
"ENSG00000247970",21.266124717692,1.77880791294438,5.04560027508854,4.53142675230586,0.605150792635769,0.789933503771222,NA
"ENSG00000024526",248.966404251032,-2.21937784683415,2.04506088409426,4.53026621662468,0.605305331029686,0.790072871182423,"DEPDC1"
"ENSG00000154305",1812.12168093412,0.672183385252029,0.524720367625483,4.52996842934976,0.605344986451537,0.790072871182423,"MIA3"
"ENSG00000158427",67.3898588023005,0.564718651893048,0.995504796564365,4.52740917471945,0.605685823018269,0.790461906134757,"TMSB15B"
"ENSG00000137478",1211.93910173058,-0.189891947533387,0.565637663005178,4.52675192918764,0.605773361911555,0.79052033850583,"FCHSD2"
"ENSG00000081181",63.4938690590701,1.57167632034281,1.72616658468789,4.52577276525949,0.605903783500267,0.790578911414021,"ARG2"
"ENSG00000259826",158.480526077706,1.19100689377583,1.52803552637005,4.52585497307854,0.605892833389126,0.790578911414021,NA
"ENSG00000091732",735.122673714036,1.17955316588533,0.802459420049721,4.52292095083254,0.606283678531299,0.790795497999651,"ZC3HC1"
"ENSG00000120137",872.093387917927,-0.372187207210223,0.738805331962054,4.52350490590197,0.606205883778157,0.790795497999651,"PANK3"
"ENSG00000140943",731.497687202393,-0.393377687192698,0.633186973577813,4.52391939589052,0.606150666833144,0.790795497999651,"MBTPS1"
"ENSG00000188690",398.65918725713,-1.25759881943175,1.20427942302275,4.52357921880707,0.606195983968499,0.790795497999651,"UROS"
"ENSG00000264536",12.9768948048316,-1.46230290068635,4.05960279087188,4.5231607891473,0.606251726846771,0.790795497999651,"MIR5706"
"ENSG00000149483",729.126149008988,0.0702492091663459,0.984918722241724,4.52158962040573,0.606461048775484,0.790971035533395,"TMEM138"
"ENSG00000123810",250.476100204492,-0.504559960008095,0.844046080098313,4.52060317134311,0.606592480015526,0.791030828436473,"B9D2"
"ENSG00000221643",33.2596217023733,0.00751124820360682,1.64870766832891,4.5206404587438,0.606587511828626,0.791030828436473,"SNORA77"
"ENSG00000148459",121.31754102779,-2.52438733461884,1.89835689990552,4.519788556576,0.606701022245928,0.791116562938486,"PDSS1"
"ENSG00000007341",349.970345121281,1.41533471867345,0.864523646910315,4.51886841803736,0.606823630961573,0.791220626248478,"ST7L"
"ENSG00000178467",237.153746086425,-0.256251673305634,0.905635336626189,4.51783370716504,0.606961514209112,0.791308952283813,"P4HTM"
"ENSG00000225726",21.395373333105,2.16832877880404,4.16242628677601,4.51771758717567,0.60697698860872,0.791308952283813,NA
"ENSG00000168763",146.923436949491,-0.586213937687662,0.832753455656147,4.51653860565878,0.607134108048266,0.791457968072792,"CNNM3"
"ENSG00000103264",182.24951320038,-0.777326432020286,1.13207791962662,4.51414305827268,0.607453388291378,0.79150012681064,"FBXO31"
"ENSG00000103496",264.820905156498,-0.120173024455386,0.775107433935846,4.51398740108704,0.607474135899768,0.79150012681064,"STX4"
"ENSG00000136021",1557.43718334831,-0.630537263131538,0.684375684176433,4.51428441331547,0.607434547180659,0.79150012681064,"SCYL2"
"ENSG00000137522",124.422219875584,-1.50517809889171,1.65595780472062,4.51565057230309,0.607252460667609,0.79150012681064,"RNF121"
"ENSG00000170852",1177.5533782366,0.984257116823207,0.739694596666898,4.51492387654372,0.607349315488597,0.79150012681064,"KBTBD2"
"ENSG00000181404",57.308769528089,-0.230973341441344,0.947214569665622,4.51537213580198,0.607289570520277,0.79150012681064,"WASH1"
"ENSG00000258820",213.475250148389,1.24830462614071,1.41575328234964,4.51372586592555,0.607508996439782,0.79150012681064,NA
"ENSG00000268225",7.76796562299738,0.504852379059943,5.6488257754608,4.51494082706768,0.607347056258127,0.79150012681064,NA
"ENSG00000258230",23.4343638323099,-18.062302905206,4.55033003538948,4.51207513828605,0.607729037161193,0.791731006549062,NA
"ENSG00000178177",465.239682159275,-0.892490115410495,0.89066892663376,4.51157460187937,0.607795762353463,0.791762132988285,"LCORL"
"ENSG00000113790",292.315363415882,-1.92860922580927,1.48170176622571,4.51061537302888,0.607923639919575,0.791817114142711,"EHHADH"
"ENSG00000234816",24.4517710511945,-6.10093803107977,2.66807222619543,4.51071015163538,0.607911004400734,0.791817114142711,NA
"ENSG00000163220",11.764377082705,20.4264585898861,5.52603819169242,4.51027032071541,0.60796964153779,0.791821237499193,"S100A9"
"ENSG00000136247",663.712213246651,0.382687221705726,0.431077959705508,4.50869296770662,0.608179942210245,0.791927742445505,"ZDHHC4"
"ENSG00000165300",188.955996869572,1.47826316909706,2.1573793223415,4.50881851093476,0.608163203466671,0.791927742445505,"SLITRK5"
"ENSG00000227124",414.652491785244,-1.02121160579026,0.961503947037008,4.5090119489347,0.608137412510147,0.791927742445505,"ZNF717"
"ENSG00000186666",84.4812460001867,3.48385181600997,2.26507624769123,4.50768343168181,0.608314548478182,0.792031780746532,"BCDIN3D"
"ENSG00000283268",47.3471802711253,0.864156933265825,2.19155915908999,4.50745103995226,0.608345535463308,0.792031780746532,NA
"ENSG00000207870",12.0091928992846,-7.78577362122171,4.27254186334023,4.50645467025224,0.608478395442591,0.792148963994386,"MIR221"
"ENSG00000227523",13.6115593601624,0.504793215295896,5.3668211036652,4.50608949567348,0.608527091166333,0.79215656902885,NA
"ENSG00000279396",18.7856810294355,17.5346339438291,5.14426030021977,4.50513310987928,0.60865462914053,0.792266799497408,NA
"ENSG00000059691",778.996908919894,-0.139864957990478,1.07794106613621,4.50379057859556,0.608833672736689,0.792402750447054,"GATB"
"ENSG00000122482",1937.3130597414,0.682411672052079,0.437517453816629,4.50370709041817,0.608844807389749,0.792402750447054,"ZNF644"
"ENSG00000206913",12.9906651870186,1.13042510363828,4.01338083144527,4.50291685151777,0.608950202562354,0.792478793765679,NA
"ENSG00000207347",7.87163381806037,1.27272046711896,5.40241901133928,4.50198327169986,0.6090747212891,0.792478793765679,NA
"ENSG00000271096",10.5001248924286,6.68235568548052,5.52709580711384,4.50220161264561,0.609045598895418,0.792478793765679,NA
"ENSG00000272235",6.4085124741655,7.66907343482434,5.52705393148993,4.50233327567594,0.609028037804588,0.792478793765679,NA
"ENSG00000220517",195.403183845334,0.522264880079536,1.77292458944868,4.50130877020055,0.609164688779619,0.792505587852214,NA
"ENSG00000251288",41.3455588002323,0.274270482300774,3.09290324389748,4.50118603361912,0.609181060199736,0.792505587852214,NA
"ENSG00000152409",537.099954060548,-0.503264927313869,1.03225956205135,4.49774272030243,0.609640397696514,0.792863995759562,"JMY"
"ENSG00000171720",1025.00451379754,-0.674029692333042,0.857492808801468,4.4975131783408,0.609671021678465,0.792863995759562,"HDAC3"
"ENSG00000173914",1061.13104791798,-0.0421428374266312,0.877434613949708,4.49827536910965,0.609569336687374,0.792863995759562,"RBM4B"
"ENSG00000213471",8.33102476493924,-3.64862970136617,4.15787478121343,4.4981815060372,0.609581858866231,0.792863995759562,"TTLL13P"
"ENSG00000229473",82.6307760441573,-0.644376190496132,1.88335433819842,4.49783994807561,0.609627426322418,0.792863995759562,NA
"ENSG00000080819",369.688312632952,-0.584438112220964,1.27619465392982,4.49605322834503,0.6098658077188,0.792879412525163,"CPOX"
"ENSG00000160818",806.515330502658,-1.28036582833288,0.996515065043068,4.49632211513006,0.609829931754025,0.792879412525163,"GPATCH4"
