"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000223668",10.8362457418756,0.42755479669928,1.38514744207672,15.5701242576472,0.0162570312274373,0.0674693344091014,NA
"ENSG00000125735",9.54303314729714,-0.456603497348903,3.55030281026072,15.5672513030201,0.0162751452634011,0.0675148249986467,"TNFSF14"
"ENSG00000268658",110.208713858492,-1.96543837706766,2.26920511367255,15.5657894234837,0.0162843698677784,0.0675379351594984,"LINC00664"
"ENSG00000160255",499.905662564946,-0.928541817015869,1.00708146361396,15.5617543179578,0.0163098577965473,0.0676284704731219,"ITGB2"
"ENSG00000051180",304.034541543324,-3.75937824411826,1.4419568622378,15.5609417609853,0.0163149949729634,0.0676346001514304,"RAD51"
"ENSG00000197847",30.0976141669555,0.505117322881708,3.03793753937831,15.5596888869937,0.0163229189765061,0.0676414063854744,"SLC22A20"
"ENSG00000251259",91.3109227396021,1.49950577217231,1.61280925805381,15.5595250743008,0.0163239553089316,0.0676414063854744,NA
"ENSG00000260630",20.9577931846814,2.94330717181356,2.01646512171592,15.5524025058549,0.0163690760264793,0.0678131713019879,"SNAI3-AS1"
"ENSG00000099810",1308.3832340396,-0.770470584085234,0.565127095714474,15.5502373803632,0.0163828155412598,0.0678396830824793,"MTAP"
"ENSG00000116691",43.1886369993485,1.14874023684103,1.8290583438735,15.550530195853,0.0163809567383089,0.0678396830824793,"MIIP"
"ENSG00000023839",33.6426701109695,-2.45018200445623,3.18760391109844,15.5483372692089,0.0163948824261316,0.0678744460575684,"ABCC2"
"ENSG00000078804",170.358071587726,1.53991201251076,1.50708616243126,15.5433241299692,0.0164267598682881,0.0679911903639286,"TP53INP2"
"ENSG00000070018",409.794543059028,2.23978171141504,1.28597514733088,15.5413227997403,0.0164395024670992,0.0680287000457418,"LRP6"
"ENSG00000111879",27.3616513702241,-3.85843551321703,2.26835650437355,15.540492778808,0.0164447900426135,0.0680353500308213,"FAM184A"
"ENSG00000162929",256.919464484144,0.642404616393764,1.25277936511809,15.5396949630057,0.016449873994367,0.0680411547965707,"KIAA1841"
"ENSG00000149050",21.0475775876727,-7.48022441080819,3.05416166480684,15.5341926235627,0.0164849777981898,0.0681710994629841,"ZNF214"
"ENSG00000254911",486.930891069718,-1.27257366818299,0.695637462708072,15.5303968606914,0.0165092358222186,0.0682561449728721,"SCARNA9"
"ENSG00000010626",379.146505274925,3.21035875400136,1.14961484244796,15.5276600120961,0.0165267477395455,0.0683132674341454,"LRRC23"
"ENSG00000154380",121.276804447274,-1.44218594031675,1.64289226105107,15.5216301987207,0.0165653927548695,0.0684457648891118,"ENAH"
"ENSG00000196696",175.315064812803,1.18924299532738,1.18209055816441,15.5215031639107,0.016566207850359,0.0684457648891118,"PDXDC2P"
"ENSG00000222351",23.4058474155787,7.80186109323991,2.58726393377774,15.5184329808925,0.0165859188071095,0.0685118903127194,NA
"ENSG00000163104",1509.19472607092,-0.387621936039995,0.38871007166974,15.5170005854968,0.0165951226499774,0.0685192857236615,"SMARCAD1"
"ENSG00000206535",55.7907926433337,-2.37821031162129,2.40705963575547,15.5175542605573,0.0165915644360952,0.0685192857236615,"LNP1"
"ENSG00000174206",510.487875983364,1.20971938942569,0.887023811063396,15.5155837530576,0.0166042313075736,0.0685415845735814,"C12orf66"
"ENSG00000172828",27.4500833237887,-4.18239528179411,2.84222801465598,15.5145504174508,0.0166108775276687,0.0685537108950561,"CES3"
"ENSG00000104442",1190.85016466097,-0.614571605765194,0.638487622005792,15.5125951815699,0.0166234602122526,0.0685750194205511,"ARMC1"
"ENSG00000267496",21.797208186998,-7.99370618447255,2.30459206402947,15.5131627020508,0.0166198070622719,0.0685750194205511,"FAM215A"
"ENSG00000078237",133.486988123257,4.21931864678799,2.24929796485137,15.5084325678262,0.0166502786361579,0.0686703258789333,"TIGAR"
"ENSG00000256948",328.522003151753,3.48323750884567,2.27961217546597,15.5069518583311,0.016659828378448,0.0686943849153716,"LOC105369593"
"ENSG00000114805",78.2182172601179,-4.80660761041335,2.62260480748217,15.4965753769795,0.0167268982384853,0.0689248136287115,"PLCH1"
"ENSG00000145431",910.481100295502,0.617235980027319,0.483867083638219,15.4970094888023,0.0167240871174608,0.0689248136287115,"PDGFC"
"ENSG00000214851",33.1885881180317,3.6883767549303,1.672665362385,15.4966805259936,0.0167262172972539,0.0689248136287115,"LINC00612"
"ENSG00000142347",240.122708830222,-1.02855711274606,1.17181211596301,15.4956221557032,0.0167330724770454,0.0689348885086214,"MYO1F"
"ENSG00000188868",152.055646349923,-5.5267551735865,1.87929007267507,15.4926556519061,0.0167523011947106,0.0689987271800859,"ZNF563"
"ENSG00000002587",62.5519490852173,-7.17703334058041,2.47171224615594,15.4893755372036,0.01677358736635,0.0690710096829985,"HS3ST1"
"ENSG00000230148",37.263711191761,-1.96734990552072,1.99600026564258,15.4881791122413,0.0167813579653317,0.0690876173695226,"HOXB-AS1"
"ENSG00000133313",1658.70379298504,0.199706050990259,0.540371329983224,15.4875022305102,0.0167857557370856,0.0690903350701463,"CNDP2"
"ENSG00000111215",323.576986332725,1.14812903328245,0.567143144635343,15.48328882182,0.0168131555335678,0.0691723080431783,"PRR4"
"ENSG00000243406",58.6384151242224,-2.41570894223368,1.18132062514442,15.4837471732496,0.0168101727984932,0.0691723080431783,"MRPS31P5"
"ENSG00000273302",23.8508146158665,-8.0381695713494,2.88255449842458,15.4798958582479,0.016835251114985,0.0692478008145298,NA
"ENSG00000153982",367.579966084995,-0.68760138939882,1.20053581924404,15.4782254192997,0.0168461395264534,0.0692617636001984,"GDPD1"
"ENSG00000211968",30.3835744962475,-5.87660403199419,3.34314640092966,15.4786313681138,0.0168434928125449,0.0692617636001984,NA
"ENSG00000163584",2021.075051464,-0.399382762092006,0.306225847851227,15.4729708567619,0.0168804343124107,0.0693873311685374,"RPL22L1"
"ENSG00000255112",2775.56408147493,1.24431296084555,0.557720950425316,15.4688717458085,0.0169072342762909,0.0694820421514535,"CHMP1B"
"ENSG00000225569",21.1522897452564,-3.43458335611745,3.22059435267633,15.4673748390588,0.0169170311999465,0.0695068507959571,NA
"ENSG00000154556",9.4856376996471,-0.324370686125174,2.24111581479553,15.4634225065629,0.016942924482752,0.0695823059461611,"SORBS2"
"ENSG00000159216",3425.1464900954,0.116926338183662,0.440387574440454,15.4634677129521,0.0169426281034235,0.0695823059461611,"RUNX1"
"ENSG00000140545",80.157320564627,-3.73171216358658,1.35547380356084,15.4623316196945,0.0169500779937432,0.0695962220600494,"MFGE8"
"ENSG00000196345",107.218750010146,-7.83829972084758,1.89046763514344,15.4597557901944,0.0169669805261952,0.0696422655471169,"ZKSCAN7"
"ENSG00000198839",1340.31286357579,0.807333908740413,0.365066540770381,15.4594745745461,0.0169688268338769,0.0696422655471169,"ZNF277"
"ENSG00000134001",3721.22817224881,-0.214051708076342,0.338914289958476,15.4573812821149,0.0169825762927919,0.0696793646780411,"EIF2S1"
